NoBukti	Tgl	Customer	 Penjualan 	 COGS 
FA-0915	12/18/2000	PT DEF	" 15,333,288 "	" 15,972,174 "
FA-0916	12/20/2000	PT BBB	" 4,913,328 "	" 5,065,286 "
FA-0917	12/20/2000	PT BBB	" 16,297,458 "	" 15,822,774 "
FA-0918	12/21/2000	PT XYZ	" 8,660,186 "	" 8,247,796 "
FA-0919	12/23/2000	PT DEF	" 7,643,195 "	" 7,961,661 "
FA-0920	12/23/2000	PT DEF	" 18,587,927 "	" 18,967,272 "
FA-0921	12/24/2000	PT BBB	" 7,009,294 "	" 7,226,076 "
FA-0922	12/24/2000	PT ZZZ	" 22,218,874 "	" 21,571,722 "
FA-0923	12/26/2000	PT BBB	" 13,985,376 "	" 13,447,476 "
FA-0924	12/28/2000	PT BBB	" 20,041,283 "	" 19,270,464 "
FA-0925	12/28/2000	PT AAA	" 16,554,392 "	" 17,244,158 "
FA-0926	12/30/2000	PT XYZ	" 7,381,269 "	" 7,609,555 "
FA-0927	12/30/2000	PT DEF	" 29,922,209 "	" 30,532,866 "
FA-0928	12/31/2000	PT ZZZ	" 7,816,320 "	" 8,142,000 "
FA-0929	1/2/2001	PT XYZ	 -   	 -   
FA-0930	1/4/2001	PT XYZ	" 18,097,944 "	" 17,570,819 "
FA-0931	1/4/2001	PT BBB	" 7,718,687 "	" 7,016,988 "
FA-0932	1/5/2001	PT XYZ	" 653,327 "	" 588,582 "
FA-0933	1/5/2001	PT XYZ	" 10,125,782 "	" 8,805,027 "
FA-0934	1/6/2001	PT AAA	" 12,671,061 "	" 11,213,328 "
FA-0935	1/6/2001	PT XYZ	" 29,032,841 "	" 25,245,948 "
FA-0936	1/7/2001	PT ZZZ	" 28,981,290 "	" 26,109,270 "
FA-0937	1/8/2001	PT DEF	" 3,654,075 "	" 3,177,456 "
FA-0938	1/8/2001	PT XYZ	" 19,532,645 "	" 18,085,782 "
FA-0939	1/10/2001	PT XYZ	" 17,636,504 "	" 15,336,090 "
FA-0940	1/12/2001	PT DEF	" 3,597,949 "	" 3,300,870 "
FA-0941	1/14/2001	PT DEF	" 25,052,976 "	" 23,197,200 "
FA-0942	1/16/2001	PT DEF	" 16,919,319 "	" 14,972,848 "
FA-0943	1/17/2001	PT ABC	" 4,788,240 "	" 4,200,210 "
FA-0944	1/19/2001	PT ABC	" 15,652,210 "	" 13,851,513 "
FA-0945	1/20/2001	PT BBB	" 13,092,333 "	" 11,586,135 "
FA-0946	1/21/2001	PT BBB	" 32,038,000 "	" 29,392,660 "
FA-0947	1/21/2001	PT BBB	" 45,452,484 "	" 41,320,440 "
FA-0948	1/23/2001	PT ZZZ	" 12,519,837 "	" 11,381,670 "
FA-0949	1/23/2001	PT BBB	" 34,914,498 "	" 30,626,752 "
FA-0950	1/24/2001	PT DEF	" 24,927,549 "	" 21,866,271 "
FA-0951	1/25/2001	PT DEF	" 2,165,724 "	" 2,005,300 "
FA-0952	1/26/2001	PT ABC	" 32,127,487 "	" 28,685,256 "
FA-0953	1/28/2001	PT ABC	" 29,916,529 "	" 26,711,186 "
FA-0954	1/29/2001	PT ABC	" 11,030,881 "	" 9,937,730 "
FA-0955	1/30/2001	PT BBB	" 53,246,178 "	" 47,541,230 "
FA-0956	2/1/2001	PT ZZZ	" 516,602 "	" 461,251 "
FA-0957	2/3/2001	PT AAA	" 36,845,877 "	" 32,320,944 "
FA-0958	2/4/2001	PT XYZ	" 17,864,986 "	" 16,240,896 "
FA-0959	2/6/2001	PT XYZ	" 359,265 "	" 315,144 "
FA-0960	2/8/2001	PT BBB	" 4,581,416 "	" 3,983,840 "
FA-0961	2/8/2001	PT AAA	" 6,481,709 "	" 5,636,268 "
FA-0962	2/8/2001	PT BBB	" 17,040,776 "	" 15,352,050 "
FA-0963	2/8/2001	PT XYZ	" 39,062,537 "	" 34,568,616 "
FA-0964	2/9/2001	PT BBB	" 13,499,160 "	" 11,738,400 "
FA-0965	2/11/2001	PT ABC	" 6,705,109 "	" 6,208,434 "
FA-0966	2/13/2001	PT ABC	" 48,981,560 "	" 43,733,535 "
FA-0967	2/14/2001	PT XYZ	" 15,421,025 "	" 14,019,113 "
FA-0968	2/15/2001	PT XYZ	" 19,409,327 "	" 17,025,725 "
FA-0969	2/16/2001	PT BBB	" 6,828,629 "	" 5,937,938 "
FA-0970	2/16/2001	PT DEF	" 16,441,933 "	" 14,422,748 "
FA-0971	2/17/2001	PT ZZZ	" 35,761,760 "	" 31,930,142 "
FA-0972	2/17/2001	PT BBB	" 15,499,735 "	" 13,963,725 "
FA-0973	2/17/2001	PT BBB	" 2,429,324 "	" 2,188,580 "
FA-0974	2/19/2001	PT BBB	" 6,240,234 "	" 5,621,832 "
FA-0975	2/21/2001	PT ABC	" 10,044,096 "	" 8,888,580 "
FA-0976	2/22/2001	PT AAA	" 8,677,824 "	" 7,679,490 "
FA-0977	2/24/2001	PT XYZ	" 6,697,447 "	" 6,088,588 "
FA-0978	2/24/2001	PT AAA	" 11,675,487 "	" 10,152,597 "
FA-0979	2/24/2001	PT ABC	" 41,566,932 "	" 37,788,120 "
FA-0980	2/26/2001	PT ABC	" 7,839,020 "	" 6,999,125 "
FA-0981	2/28/2001	PT BBB	" 24,825,236 "	" 22,775,445 "
FA-0982	3/2/2001	PT ABC	" 39,763,162 "	" 35,502,823 "
FA-0983	3/2/2001	PT AAA	" 3,304,991 "	" 3,060,176 "
FA-0984	3/3/2001	PT ABC	" 3,222,869 "	" 2,852,096 "
FA-0985	3/4/2001	PT ABC	" 3,382,189 "	" 2,993,087 "
FA-0986	3/5/2001	PT DEF	" 31,419,943 "	" 29,092,539 "
FA-0987	3/6/2001	PT XYZ	" 15,327,091 "	" 13,327,905 "
FA-0988	3/6/2001	PT DEF	" 9,749,825 "	" 8,628,163 "
FA-0989	3/7/2001	PT ZZZ	" 13,212,569 "	" 11,589,972 "
FA-0990	3/7/2001	PT DEF	" 39,442,263 "	" 34,297,620 "
FA-0991	3/7/2001	PT BBB	" 7,811,218 "	" 6,792,363 "
FA-0992	3/9/2001	PT DEF	" 8,927,326 "	" 8,266,042 "
FA-0993	3/9/2001	PT BBB	" 6,904,532 "	" 6,164,760 "
FA-0994	3/11/2001	PT XYZ	" 32,799,350 "	" 30,091,146 "
FA-0995	3/13/2001	PT BBB	" 15,075,027 "	" 13,958,358 "
FA-0996	3/15/2001	PT BBB	" 26,365 "	" 23,752 "
FA-0997	3/15/2001	PT BBB	" 11,332,159 "	" 10,209,152 "
FA-0998	3/15/2001	PT DEF	" 9,105,106 "	" 8,430,653 "
FA-0999	3/17/2001	PT XYZ	" 5,660,407 "	" 5,241,117 "
FA-1000	3/19/2001	PT AAA	" 29,541,982 "	" 27,102,735 "
FA-1001	3/21/2001	PT XYZ	" 4,020,607 "	" 3,722,784 "
FA-1002	3/23/2001	PT ABC	" 39,840,104 "	" 34,643,568 "
FA-1003	3/25/2001	PT DEF	" 11,431,641 "	" 10,298,775 "
FA-1004	3/27/2001	PT BBB	" 30,074,549 "	" 27,094,188 "
FA-1005	3/27/2001	PT ZZZ	" 34,499,159 "	" 31,943,665 "
FA-1006	3/29/2001	PT AAA	" 3,507,899 "	" 3,132,052 "
FA-1007	3/31/2001	PT AAA	" 6,365,845 "	" 5,840,224 "
FA-1008	4/2/2001	PT BBB	" 615,792 "	" 540,168 "
FA-1009	4/2/2001	PT ABC	" 14,050,113 "	" 12,324,660 "
FA-1010	4/4/2001	PT DEF	" 17,528,318 "	" 16,081,025 "
FA-1011	4/5/2001	PT DEF	" 37,761,555 "	" 34,643,628 "
FA-1012	4/6/2001	PT BBB	" 2,130,693 "	" 1,885,569 "
FA-1013	4/8/2001	PT AAA	" 31,711,487 "	" 28,828,624 "
FA-1014	4/8/2001	PT AAA	" 21,231,681 "	" 19,127,640 "
FA-1015	4/8/2001	PT AAA	" 80,115 "	" 73,500 "
FA-1016	4/8/2001	PT BBB	" 2,823,383 "	" 2,566,711 "
FA-1017	4/8/2001	PT DEF	" 1,134,478 "	" 986,502 "
FA-1018	4/10/2001	PT BBB	" 7,994,523 "	" 7,334,424 "
FA-1019	4/11/2001	PT AAA	" 1,215,108 "	" 1,056,615 "
FA-1020	4/13/2001	PT AAA	" 27,418,902 "	" 24,051,668 "
FA-1021	4/14/2001	PT BBB	" 49,650,392 "	" 45,136,720 "
FA-1022	4/14/2001	PT ABC	" 37,739,946 "	" 32,817,344 "
FA-1023	4/14/2001	PT AAA	" 50,722,883 "	" 46,965,632 "
FA-1024	4/15/2001	PT ABC	" 29,668,227 "	" 26,024,760 "
FA-1025	4/17/2001	PT ZZZ	" 12,728,299 "	" 11,466,936 "
FA-1026	4/18/2001	PT DEF	" 2,964,749 "	" 2,670,945 "
FA-1027	4/19/2001	PT AAA	" 12,463,719 "	" 10,838,016 "
FA-1028	4/20/2001	PT XYZ	" 32,996,208 "	" 30,271,750 "
FA-1029	4/21/2001	PT ZZZ	" 17,793,102 "	" 15,607,984 "
FA-1030	4/21/2001	PT AAA	" 35,623,712 "	" 31,525,408 "
FA-1031	4/21/2001	PT ZZZ	" 3,446,828 "	" 3,133,480 "
FA-1032	4/21/2001	PT BBB	" 542,425 "	" 484,308 "
FA-1033	4/23/2001	PT BBB	" 7,493,770 "	" 6,751,144 "
FA-1034	4/24/2001	PT ZZZ	" 29,680,227 "	" 26,738,943 "
FA-1035	4/24/2001	PT XYZ	" 16,486,512 "	" 15,125,240 "
FA-1036	4/24/2001	PT DEF	" 8,997,137 "	" 8,105,528 "
FA-1037	4/25/2001	PT ABC	" 28,544,220 "	" 25,038,789 "
FA-1038	4/26/2001	PT BBB	" 7,443,840 "	" 6,646,285 "
FA-1039	4/26/2001	PT BBB	" 1,747,940 "	" 1,533,280 "
FA-1040	4/26/2001	PT AAA	" 4,286,557 "	" 3,827,283 "
FA-1041	4/27/2001	PT BBB	" 15,814,304 "	" 13,751,568 "
FA-1042	4/29/2001	PT ABC	" 2,487,003 "	" 2,240,543 "
FA-1043	4/30/2001	PT BBB	" 4,208,925 "	" 3,791,824 "
FA-1044	4/30/2001	PT BBB	" 41,018,284 "	" 37,289,349 "
FA-1045	4/30/2001	PT DEF	" 5,885,146 "	" 5,350,132 "
FA-1046	5/1/2001	PT ABC	" 1,070,219 "	" 955,552 "
FA-1047	5/1/2001	PT AAA	" 12,592,650 "	" 11,046,184 "
FA-1048	5/3/2001	PT ZZZ	" 16,925,358 "	" 15,248,070 "
FA-1049	5/5/2001	PT ZZZ	" 16,444,758 "	" 14,682,819 "
FA-1050	5/6/2001	PT XYZ	" 27,268,442 "	" 24,789,492 "
FA-1051	5/8/2001	PT BBB	" 13,384,251 "	" 11,950,224 "
FA-1052	5/8/2001	PT BBB	" 15,524,234 "	" 14,242,416 "
FA-1053	5/9/2001	PT ABC	" 12,869,989 "	" 11,594,584 "
FA-1054	5/9/2001	PT XYZ	" 16,064,515 "	" 14,472,536 "
FA-1055	5/9/2001	PT AAA	" 12,936,768 "	" 11,978,488 "
FA-1056	5/9/2001	PT DEF	" 13,862,152 "	" 12,488,425 "
FA-1057	5/10/2001	PT ABC	" 15,334,546 "	" 13,940,496 "
FA-1058	5/11/2001	PT BBB	" 21,066,799 "	" 18,479,648 "
FA-1059	5/12/2001	PT AAA	" 24,291,089 "	" 22,082,808 "
FA-1060	5/12/2001	PT BBB	" 7,055,418 "	" 6,356,232 "
FA-1061	5/13/2001	PT ABC	" 2,322,853 "	" 2,019,872 "
FA-1062	5/14/2001	PT BBB	" 32,254,044 "	" 28,293,021 "
FA-1063	5/16/2001	PT DEF	" 2,209,012 "	" 2,026,616 "
FA-1064	5/16/2001	PT ABC	" 7,296,047 "	" 6,344,388 "
FA-1065	5/18/2001	PT ZZZ	" 19,966,318 "	" 17,362,015 "
FA-1066	5/18/2001	PT DEF	" 5,569,795 "	" 5,063,450 "
FA-1067	5/18/2001	PT DEF	" 14,235,177 "	" 12,597,501 "
FA-1068	5/20/2001	PT BBB	" 37,791,551 "	" 32,862,218 "
FA-1069	5/22/2001	PT BBB	" 9,820,711 "	" 8,927,919 "
FA-1070	5/24/2001	PT XYZ	" 21,020,758 "	" 19,463,664 "
FA-1071	5/25/2001	PT XYZ	" 15,962,688 "	" 14,252,400 "
FA-1072	5/26/2001	PT ZZZ	" 35,477,027 "	" 30,849,588 "
FA-1073	5/27/2001	PT BBB	" 1,452,649 "	" 1,297,008 "
FA-1074	5/28/2001	PT ZZZ	" 18,148,478 "	" 16,060,600 "
FA-1075	5/29/2001	PT ABC	" 37,948,573 "	" 34,815,204 "
FA-1076	5/31/2001	PT ABC	" 25,713,495 "	" 24,489,042 "
FA-1077	6/1/2001	PT AAA	" 125,943,080 "	" 124,696,112 "
FA-1078	6/2/2001	PT XYZ	" 49,052,571 "	" 50,569,657 "
FA-1079	6/3/2001	PT BBB	" 77,256,046 "	" 78,832,700 "
FA-1080	6/4/2001	PT AAA	" 387,241,069 "	" 391,152,624 "
FA-1081	6/4/2001	PT ABC	" 15,592,122 "	" 15,561,000 "
FA-1082	6/4/2001	PT ABC	" 7,712,526 "	" 7,561,300 "
FA-1083	6/5/2001	PT BBB	" 60,452,595 "	" 59,267,250 "
FA-1084	6/7/2001	PT XYZ	" 85,562,343 "	" 83,884,650 "
FA-1085	6/9/2001	PT BBB	" 117,897,720 "	" 115,586,000 "
FA-1086	6/10/2001	PT AAA	" 138,061,131 "	" 135,354,050 "
FA-1087	6/10/2001	PT ZZZ	" 24,573,706 "	" 23,857,967 "
FA-1088	6/10/2001	PT ABC	" 123,593,757 "	" 121,170,350 "
FA-1089	6/10/2001	PT BBB	" 75,263,454 "	" 73,787,700 "
FA-1090	6/12/2001	PT BBB	" 209,251,113 "	" 205,148,150 "
FA-1091	6/12/2001	PT DEF	" 10,868,354 "	" 10,551,800 "
FA-1092	6/12/2001	PT BBB	" 15,615,588 "	" 15,309,400 "
FA-1093	6/12/2001	PT DEF	" 1,751,799 "	" 1,717,450 "
FA-1094	6/14/2001	PT DEF	" 409,826,820 "	" 401,791,000 "
FA-1095	6/16/2001	PT ZZZ	" 17,409,054 "	" 17,067,700 "
FA-1096	6/17/2001	PT BBB	" 245,931,792 "	" 241,109,600 "
FA-1097	6/18/2001	PT BBB	" 43,391,667 "	" 42,540,850 "
FA-1098	6/19/2001	PT XYZ	" 58,249,497 "	" 57,107,350 "
FA-1099	6/21/2001	PT XYZ	" 61,346,217 "	" 60,143,350 "
FA-1100	6/21/2001	PT ABC	" 98,021,796 "	" 96,099,800 "
FA-1101	6/23/2001	PT BBB	" 24,462,915 "	" 23,983,250 "
FA-1102	6/24/2001	PT AAA	" 13,538,444 "	" 13,404,400 "
FA-1103	6/25/2001	PT ZZZ	" 239,326,772 "	" 236,957,200 "
FA-1104	6/25/2001	PT ZZZ	" 36,641,790 "	" 36,279,000 "
FA-1105	6/25/2001	PT DEF	" 32,229,807 "	" 31,910,700 "
FA-1106	6/26/2001	PT BBB	" 80,773,942 "	" 79,974,200 "
FA-1107	6/28/2001	PT ZZZ	" 91,656,692 "	" 90,749,200 "
FA-1108	6/30/2001	PT ABC	" 90,109,069 "	" 89,216,900 "
FA-1109	6/30/2001	PT XYZ	" 32,883,681 "	" 32,558,100 "
FA-1110	7/1/2001	PT BBB	" 69,585,869 "	" 68,896,900 "
FA-1111	7/1/2001	PT ZZZ	" 77,920,692 "	" 77,149,200 "
FA-1112	7/2/2001	PT ABC	" 21,015,550 "	" 19,458,842 "
FA-1113	7/4/2001	PT DEF	" 4,983,122 "	" 4,371,159 "
FA-1114	7/5/2001	PT XYZ	" 13,187,800 "	" 11,568,245 "
FA-1115	7/7/2001	PT DEF	" 3,211,449 "	" 2,841,990 "
FA-1116	7/7/2001	PT DEF	" 14,060,532 "	" 12,333,800 "
FA-1117	7/7/2001	PT XYZ	" 31,894,044 "	" 29,260,590 "
FA-1118	7/8/2001	PT AAA	" 15,296,197 "	" 14,033,208 "
FA-1119	7/9/2001	PT AAA	" 33,141,807 "	" 29,329,032 "
FA-1120	7/11/2001	PT BBB	" 21,638,626 "	" 20,035,764 "
FA-1121	7/11/2001	PT BBB	" 24,038,353 "	" 20,902,915 "
FA-1122	7/11/2001	PT DEF	" 13,218,375 "	" 11,802,120 "
FA-1123	7/11/2001	PT AAA	" 11,171,594 "	" 9,974,637 "
FA-1124	7/13/2001	PT XYZ	" 3,494,497 "	" 3,092,475 "
FA-1125	7/15/2001	PT DEF	" 539,055 "	" 481,299 "
FA-1126	7/17/2001	PT BBB	" 36,329,844 "	" 31,591,168 "
FA-1127	7/17/2001	PT XYZ	" 1,169,711 "	" 1,053,793 "
FA-1128	7/17/2001	PT ABC	" 43,439,581 "	" 39,490,528 "
FA-1129	7/19/2001	PT DEF	" 23,991,520 "	" 21,421,000 "
FA-1130	7/20/2001	PT BBB	" 42,323,816 "	" 37,454,704 "
FA-1131	7/20/2001	PT BBB	" 22,199,980 "	" 20,181,800 "
FA-1132	7/22/2001	PT DEF	" 34,892,908 "	" 31,154,382 "
FA-1133	7/22/2001	PT BBB	" 2,621,533 "	" 2,405,076 "
FA-1134	7/24/2001	PT AAA	" 34,638,253 "	" 30,120,220 "
FA-1135	7/24/2001	PT AAA	" 3,726,807 "	" 3,327,506 "
FA-1136	7/24/2001	PT AAA	" 3,312,595 "	" 3,011,450 "
FA-1137	7/24/2001	PT ZZZ	" 19,056,072 "	" 17,014,350 "
FA-1138	7/24/2001	PT BBB	" 25,915,716 "	" 23,996,033 "
FA-1139	7/24/2001	PT XYZ	" 12,197,288 "	" 10,794,060 "
FA-1140	7/25/2001	PT AAA	" 13,720,732 "	" 12,473,392 "
FA-1141	7/27/2001	PT XYZ	" 15,551,987 "	" 13,762,820 "
FA-1142	7/28/2001	PT XYZ	" 11,984,004 "	" 10,796,400 "
FA-1143	7/28/2001	PT ABC	" 20,464,183 "	" 18,109,896 "
FA-1144	7/28/2001	PT AAA	" 14,029,356 "	" 12,753,960 "
FA-1145	7/30/2001	PT ZZZ	" 654,202 "	" 568,871 "
FA-1146	7/31/2001	PT DEF	" 536,817 "	" 497,052 "
FA-1147	8/2/2001	PT DEF	" 29,669,048 "	" 26,025,480 "
FA-1148	8/3/2001	PT BBB	" 22,906,454 "	" 20,636,445 "
FA-1149	8/3/2001	PT ZZZ	" 4,483,430 "	" 3,967,637 "
FA-1150	8/3/2001	PT ABC	" 16,461,758 "	" 15,102,530 "
FA-1151	8/3/2001	PT DEF	" 1,797,009 "	" 1,562,616 "
FA-1152	8/4/2001	PT ABC	" 4,686,909 "	" 4,222,440 "
FA-1153	8/6/2001	PT BBB	" 11,291,703 "	" 10,359,360 "
FA-1154	8/8/2001	PT ABC	" 38,772,342 "	" 33,715,080 "
FA-1155	8/9/2001	PT ABC	" 45,654,118 "	" 41,503,743 "
FA-1156	8/10/2001	PT XYZ	" 21,451,523 "	" 18,817,125 "
FA-1157	8/10/2001	PT AAA	" 15,528,002 "	" 13,502,610 "
FA-1158	8/12/2001	PT BBB	" 11,369,332 "	" 10,061,355 "
FA-1159	8/13/2001	PT ABC	" 19,029,838 "	" 16,692,840 "
FA-1160	8/14/2001	PT ABC	" 26,432,018 "	" 23,600,016 "
FA-1161	8/16/2001	PT ZZZ	" 3,537,106 "	" 3,075,744 "
FA-1162	8/17/2001	PT BBB	" 15,460,472 "	" 13,443,888 "
FA-1163	8/17/2001	PT AAA	" 2,601,612 "	" 2,408,900 "
FA-1164	8/19/2001	PT ABC	" 12,362,289 "	" 11,238,444 "
FA-1165	8/21/2001	PT XYZ	" 20,696,963 "	" 18,988,039 "
FA-1166	8/22/2001	PT BBB	" 12,607,924 "	" 11,461,749 "
FA-1167	8/22/2001	PT DEF	" 23,766,364 "	" 20,847,687 "
FA-1168	8/23/2001	PT DEF	" 51,520,741 "	" 44,800,644 "
FA-1169	8/25/2001	PT ABC	" 3,178,953 "	" 2,889,957 "
FA-1170	8/25/2001	PT DEF	" 27,456,838 "	" 24,084,945 "
FA-1171	8/25/2001	PT ZZZ	" 26,078,379 "	" 23,925,118 "
FA-1172	8/26/2001	PT BBB	" 36,486,775 "	" 33,474,105 "
FA-1173	8/27/2001	PT XYZ	" 11,062,878 "	" 10,243,405 "
FA-1174	8/27/2001	PT ABC	" 4,645,680 "	" 4,185,297 "
FA-1175	8/28/2001	PT ABC	" 27,220,917 "	" 24,746,288 "
FA-1176	8/30/2001	PT ABC	" 38,153,388 "	" 34,684,898 "
FA-1177	8/31/2001	PT ABC	" 3,457,227 "	" 3,201,136 "
FA-1178	9/2/2001	PT XYZ	" 1,461,876 "	" 1,271,196 "
FA-1179	9/4/2001	PT AAA	" 46,272,202 "	" 40,948,851 "
FA-1180	9/4/2001	PT DEF	" 12,647,029 "	" 11,710,212 "
FA-1181	9/4/2001	PT XYZ	" 35,193,916 "	" 30,871,856 "
FA-1182	9/4/2001	PT XYZ	" 11,114,795 "	" 9,749,820 "
FA-1183	9/5/2001	PT ABC	" 7,842,481 "	" 6,940,248 "
FA-1184	9/6/2001	PT ABC	" 894,255 "	" 791,376 "
FA-1185	9/8/2001	PT BBB	" 9,019,871 "	" 8,199,882 "
FA-1186	9/10/2001	PT XYZ	" 37,131,379 "	" 32,571,385 "
FA-1187	9/10/2001	PT BBB	" 34,389,685 "	" 30,981,698 "
FA-1188	9/12/2001	PT DEF	" 405,716 "	" 359,040 "
FA-1189	9/12/2001	PT BBB	" 35,084,618 "	" 30,775,980 "
FA-1190	9/13/2001	PT DEF	" 19,356,757 "	" 17,758,492 "
FA-1191	9/15/2001	PT AAA	" 52,310,853 "	" 48,435,975 "
FA-1192	9/16/2001	PT AAA	" 9,368,393 "	" 8,594,856 "
FA-1193	9/17/2001	PT ABC	" 18,029,574 "	" 16,694,050 "
FA-1194	9/18/2001	PT BBB	" 49,155,479 "	" 45,939,700 "
FA-1195	9/19/2001	PT ZZZ	" 15,719,400 "	" 14,555,000 "
FA-1196	9/19/2001	PT BBB	" 6,782,791 "	" 6,222,744 "
FA-1197	9/21/2001	PT XYZ	" 36,610,255 "	" 33,282,050 "
FA-1198	9/21/2001	PT ZZZ	" 46,980,270 "	" 43,500,250 "
FA-1199	9/22/2001	PT ZZZ	" 23,985,390 "	" 21,804,900 "
FA-1200	9/22/2001	PT XYZ	" 3,662,621 "	" 3,329,655 "
FA-1201	9/24/2001	PT XYZ	" 47,068,923 "	" 43,582,336 "
FA-1202	9/25/2001	PT XYZ	" 29,801,058 "	" 26,847,800 "
FA-1203	9/26/2001	PT XYZ	" 20,054,986 "	" 18,399,069 "
FA-1204	9/27/2001	PT DEF	" 55,009,410 "	" 49,558,027 "
FA-1205	9/29/2001	PT DEF	" 4,164,999 "	" 3,821,100 "
FA-1206	9/30/2001	PT BBB	" 31,779,924 "	" 28,890,840 "
FA-1207	10/1/2001	PT BBB	" 15,576,311 "	" 14,032,712 "
FA-1208	10/2/2001	PT AAA	" 14,056,597 "	" 12,223,127 "
FA-1209	10/2/2001	PT XYZ	" 30,067,923 "	" 27,334,475 "
FA-1210	10/4/2001	PT XYZ	" 43,459,809 "	" 39,871,384 "
FA-1211	10/4/2001	PT BBB	" 8,273,170 "	" 7,521,063 "
FA-1212	10/6/2001	PT BBB	" 9,367,498 "	" 8,145,650 "
FA-1213	10/6/2001	PT AAA	" 55,174,509 "	" 49,706,764 "
FA-1214	10/7/2001	PT BBB	" 36,322,420 "	" 32,430,732 "
FA-1215	10/8/2001	PT DEF	" 2,344,750 "	" 2,093,526 "
FA-1216	10/10/2001	PT BBB	" 21,725,756 "	" 19,397,996 "
FA-1217	10/11/2001	PT ABC	" 8,734,968 "	" 7,940,880 "
FA-1218	10/12/2001	PT XYZ	" 6,687,992 "	" 6,192,585 "
FA-1219	10/13/2001	PT BBB	" 30,614,798 "	" 28,347,035 "
FA-1220	10/14/2001	PT BBB	" 36,135,818 "	" 31,422,450 "
FA-1221	10/14/2001	PT XYZ	" 4,464,432 "	" 3,986,100 "
FA-1222	10/16/2001	PT DEF	" 26,158,789 "	" 22,946,306 "
FA-1223	10/16/2001	PT ZZZ	" 13,036,840 "	" 11,336,382 "
FA-1224	10/17/2001	PT BBB	" 185,780,760 "	" 182,138,000 "
FA-1225	10/17/2001	PT AAA	" 68,248,866 "	" 69,641,700 "
FA-1226	10/19/2001	PT XYZ	" 246,782,250 "	" 249,275,000 "
FA-1227	10/21/2001	PT ABC	" 1,136,626,215 "	" 1,134,357,500 "
FA-1228	10/22/2001	PT BBB	" 128,348,130 "	" 125,831,500 "
FA-1229	10/22/2001	PT BBB	" 115,646,223 "	" 118,006,350 "
FA-1230	10/23/2001	PT BBB	" 27,902,358 "	" 28,184,200 "
FA-1231	10/23/2001	PT AAA	" 679,706,199 "	" 678,349,500 "
FA-1232	10/24/2001	PT XYZ	" 100,271,891 "	" 99,279,100 "
FA-1233	10/26/2001	PT ABC	" 24,504,459 "	" 25,004,550 "
FA-1234	10/27/2001	PT ABC	" 799,998,303 "	" 798,401,500 "
FA-1235	10/29/2001	PT ABC	" 162,866,641 "	" 161,254,100 "
FA-1236	10/30/2001	PT ABC	" 65,655,149 "	" 66,995,050 "
FA-1237	10/30/2001	PT DEF	" 984,819,726 "	" 994,767,400 "
FA-1238	10/31/2001	PT ZZZ	" 2,448,628,983 "	" 2,443,741,500 "
FA-1239	11/1/2001	PT ABC	" 556,302,849 "	" 550,794,900 "
FA-1240	11/2/2001	PT ZZZ	" 216,551,188 "	" 220,970,600 "
FA-1241	11/2/2001	PT BBB	" 9,397,341,669 "	" 9,378,584,500 "
FA-1242	11/3/2001	PT ZZZ	" 2,123,552,169 "	" 2,102,526,900 "
FA-1243	11/3/2001	PT ABC	" 2,571,834,508 "	" 2,546,370,800 "
FA-1244	11/5/2001	PT ZZZ	" 21,953,776,914 "	" 21,909,957,000 "
